Nitrogen,Phosphorous,Potassium,Temperature,Humidity,Ph,Moisture,Soil_Type,Crop_Type,fertilizer
18.35,40.06,22.19,30,79,6.1,33,Silt Loam,Green Gram,19-19-19
64.86,47.26,105.64,22.2,81.6,7.13,14.6,Loamy Sand,Potato,15-15-15
154.53,56.1,89.94,18.8,82.3,6.01,38,Clay Loam,Cauliflower,15-15-15
13.45,40.69,12.99,18.7,61.5,6.91,15.4,Sandy Loam,Lentil,19-19-19
48.19,25.55,25.33,33.8,65.4,7.76,9.2,Sandy,Sorghum,Muriate of Potash
60.88,36.08,24.95,16.8,67.6,6.71,28.8,Loam,Mustard,Muriate of Potash
60.12,24.36,19.76,27.8,57.6,6.09,20.7,Sandy Loam,Sorghum,12-32-16
98.26,40.41,204.76,32.5,77.3,6.97,29.1,Loam,Banana,15-15-15
116.04,35.09,90.13,17.8,84.1,6.59,34.9,Silt Loam,Cabbage,15-15-15
22.9,40.35,28.43,33,75.7,6.21,27.6,Loam,Groundnut,Urea
48.93,30.34,40.2,22.8,79.1,6.72,15.3,Sandy Loam,Rice,20-20-0
66,30.59,37.64,30.4,87.5,6.51,41.3,Clay,Jute,17-17-17
62.1,34.08,30.31,30.4,77.5,6.89,27.9,Loam,Jute,17-17-17
98.54,45.02,50.3,27.6,62.9,6.56,32.8,Clay Loam,Brinjal,15-15-15
53.94,35.8,29.51,20.6,50.1,6.77,42.8,Clay,Barley,Muriate of Potash
28.8,15.99,60.2,27.1,67.5,6.02,15.3,Loamy Sand,Tobacco,28-28-0
54.51,30.12,33.64,21.6,52.9,6.68,27.3,Silt Loam,Barley,17-17-17
75.61,40.8,90.07,27.7,62.4,6.34,18.1,Loamy Sand,Tomato,15-15-15
84.22,47.19,89.92,29.6,66.8,6.97,46.9,Clay,Brinjal,15-15-15
53.72,43.36,76.44,23.1,83.4,6.36,18.1,Loamy Sand,Potato,Muriate of Potash
52.37,32.82,43.64,21.4,60.9,6.88,14.4,Loamy Sand,Onion,17-17-17
18.33,70.53,34.69,21.2,63.8,6.73,30.3,Clay Loam,Soybean,Urea
33.03,28.49,83.82,22.3,63.9,6.29,27,Loam,Tobacco,28-28-0
56.06,21.86,27.35,28.2,71.4,7.22,19.5,Loamy Sand,Rice,12-32-16
41.6,15.99,19.91,15.1,67.2,7.02,13.9,Sandy,Barley,20-20-0
39.25,19.06,28.03,28.9,79,7.91,12.9,Sandy,Cotton,DAP
117.65,73.77,44.95,22.4,66.4,6.94,36.8,Clay,Maize,15-15-15
58.43,29.14,45.49,21,54.7,6.8,26.5,Silt Loam,Sunflower,DAP
82.49,47.4,105.66,22.3,63.1,6.22,23.8,Loam,Tomato,15-15-15
45.32,32.71,35.17,23.4,50.7,6.52,23.1,Sandy Loam,Mustard,20-20-0
148.59,39.43,125.6,27.4,70.4,6.28,23.1,Sandy Loam,Banana,15-15-15
74.88,21.77,30.14,23.2,67.4,7.87,11.4,Sandy,Wheat,Single Super Phosphate
102.62,42.85,104.21,16.7,77.4,5.7,49.6,Clay,Cauliflower,15-15-15
87.02,34.78,50.77,28,70.8,6.5,28.2,Loam,Mango,15-15-15
43.8,21.94,28.71,28.4,63.3,7.21,9.8,Sandy,Okra,20-20-0
95.45,43.18,67.55,29.7,73.1,5.7,38.1,Clay Loam,Mango,15-15-15
85.77,39.3,35.74,23.3,53.5,6.78,32.2,Silt Loam,Wheat,15-15-15
63.36,30.36,24.79,28.6,82,6.85,38.3,Clay Loam,Jute,Muriate of Potash
94,38.69,202.17,20.8,80.5,6.37,18.6,Sandy Loam,Banana,15-15-15
56.31,30.49,41.89,19.5,72.7,6.44,12.3,Loamy Sand,Onion,17-17-17
143.4,46,64.9,18.4,71.2,6.42,25.9,Silt Loam,Cauliflower,15-15-15
40.11,26.4,27.05,29.9,53.5,6.15,14.5,Loamy Sand,Sorghum,Muriate of Potash
65.12,21.02,67.6,27.1,66.7,7.02,13.9,Sandy,Tomato,Single Super Phosphate
23.22,49.85,44.79,20.9,68.2,6.47,24.4,Loam,Soybean,Urea
48.13,29.28,49.49,29.4,60.1,7.44,10.9,Sandy,Mango,20-20-0
80.24,29.27,57.61,27,67.8,6.35,15.9,Loamy Sand,Tomato,14-35-14
66.14,38.24,126.67,20.2,66.3,6.73,34.6,Clay Loam,Grapes,15-15-15
50.81,28.47,17.73,21.5,62.9,6.4,20.1,Sandy Loam,Barley,Muriate of Potash
13.27,29.61,10.31,26.8,64.5,6.61,15,Loamy Sand,Black Gram,20-20-0
39.62,18.69,21.76,21.7,54.1,7.33,14.3,Loamy Sand,Mustard,20-20-0
49.85,34.09,29.78,22.9,67.2,6.69,33.8,Silt Loam,Sunflower,Muriate of Potash
116.8,41.88,90.62,19.9,82.2,6.04,28.2,Silt Loam,Cabbage,15-15-15
78.2,33.65,62.34,16.5,76,6.4,27.7,Loam,Cauliflower,15-15-15
50.86,34.43,33.38,26.5,77,6.33,18.7,Sandy Loam,Cotton,14-35-14
62.55,36.21,26.13,17.6,68.1,6.46,17.6,Loamy Sand,Wheat,Muriate of Potash
61.51,26.93,55.27,22.4,60.3,6.06,24.2,Sandy Loam,Onion,15-15-15
72.26,35.86,106.87,17.8,63.1,6.48,27.4,Loam,Grapes,15-15-15
92.9,45.5,79.5,21.8,73.2,6.83,34.1,Clay Loam,Onion,15-15-15
38.81,27.55,16.76,30.6,52.3,6.03,26.8,Loam,Sesame,Muriate of Potash
67.87,34.03,20.96,26.1,67.3,6.5,17.7,Sandy Loam,Sorghum,Muriate of Potash
108.82,49.01,77.56,22.8,55.8,6.8,36.1,Clay Loam,Chilli,15-15-15
92.55,29.65,42.4,21.6,69.8,6.65,23.1,Loam,Chilli,14-35-14
51.38,27.27,34.86,22.5,68.8,6.64,16.8,Loamy Sand,Wheat,15-15-15
67.59,42.73,110.85,26,61.2,6.43,31,Clay Loam,Tobacco,15-15-15
122.22,36.72,211.01,25,76.8,6.05,31.2,Silt Loam,Banana,15-15-15
145.69,59.27,113.35,24,64.3,6.36,45.3,Clay,Citrus,15-15-15
56.26,38.8,31.28,17.1,65.9,6.68,13.4,Loamy Sand,Wheat,17-17-17
21.16,32.09,24.47,33.5,76.7,6.4,33.2,Silt Loam,Pigeonpea,20-20-0
31.15,61.18,22.31,27,65.8,6.24,47.1,Clay,Pigeonpea,Muriate of Potash
75.05,25.98,23.75,25.2,62.5,6.8,23.9,Sandy Loam,Sorghum,Muriate of Potash
135.71,36.97,72.62,16.1,72.8,6.95,28.2,Loam,Cabbage,15-15-15
62,25.93,24.83,32,61.3,6.45,21.9,Loam,Sorghum,Muriate of Potash
13.72,29.56,10.82,22.8,63.6,7.94,12.1,Sandy,Chickpea,20-20-0
17,84.72,58.18,26.3,78.7,6.38,38.6,Clay,Soybean,Urea
99.22,49.76,47.58,18,81.5,6.12,16.2,Sandy Loam,Cauliflower,15-15-15
12.1,22.93,11.47,26.3,72.2,7.03,17.6,Loamy Sand,Green Gram,20-20-0
15.26,36.85,30.59,28.9,77.6,7.64,10.4,Sandy,Groundnut,Urea
183.08,34.4,192.78,27.5,80.2,6.89,35.9,Clay Loam,Banana,15-15-15
14.18,44.5,30.81,33.6,67.8,6.47,19.3,Sandy Loam,Groundnut,Urea
114.5,48.4,106.38,22.1,83.4,6.49,21.1,Loam,Potato,15-15-15
37.09,22.81,19.49,20.4,63.7,7.99,14.4,Sandy,Sunflower,20-20-0
67.48,23.9,45.09,15.6,70.6,7.45,18.9,Loamy Sand,Onion,Single Super Phosphate
84.47,45.59,44.8,22.9,64,6.88,21,Loam,Onion,15-15-15
23.81,47.25,21.15,27.6,79.1,6.79,47.3,Clay,Green Gram,19-19-19
146.44,56.91,194.59,27.6,73.3,6.07,47.8,Clay,Banana,15-15-15
95.3,56.15,70.85,20.6,68,6,27.9,Loam,Tomato,15-15-15
71.48,28.9,29.14,29.3,50.3,6.08,25.1,Loam,Sorghum,Muriate of Potash
49.02,18.16,21.24,27.4,67.1,6.05,13.1,Loamy Sand,Okra,20-20-0
85.08,56.65,57.89,23.9,72.5,6.45,47.1,Clay,Rice,15-15-15
38.02,34.14,41.05,28.3,51.2,6.68,22.9,Loam,Sunflower,20-20-0
109.28,52.46,150.77,22.4,82.6,6.07,30.1,Clay Loam,Potato,15-15-15
117.68,80.38,133.81,20.4,77.9,5.75,44.3,Clay,Potato,15-15-15
75.82,35.66,24.54,26.9,84,6.09,22.9,Sandy Loam,Rice,Muriate of Potash
84.16,44.25,58.4,17.1,70.1,6.2,16.6,Loamy Sand,Cabbage,15-15-15
110.2,90.28,129.53,20.4,78.5,6.29,42.2,Clay,Potato,15-15-15
149.43,46.58,97.64,27.9,61.4,6.67,42.7,Clay,Citrus,15-15-15
104.69,44.08,67.34,29.7,65.2,6.66,21,Loam,Citrus,15-15-15
60.6,42.8,68.99,21.3,74.7,6.74,15.5,Sandy Loam,Potato,Muriate of Potash
62.36,30.68,34.26,34.9,65.7,6.58,32.2,Clay Loam,Okra,17-17-17
89.53,59.55,43.44,22.1,80.3,6.29,36.8,Clay,Rice,15-15-15
102.97,31.77,65.59,25.3,63.8,5.56,35.9,Clay Loam,Chilli,14-35-14
13.75,47.99,39.9,21.3,63.4,6.67,18.7,Sandy Loam,Soybean,Urea
25.97,58.15,18.24,21.5,68.1,6.09,29.5,Silt Loam,Lentil,19-19-19
77.17,57.05,50.17,28.9,76.6,6.23,38.7,Clay Loam,Cotton,15-15-15
13.35,27.15,16.37,27.9,62.9,6.99,24,Sandy Loam,Green Gram,20-20-0
118.55,52.97,46.44,30.2,67.6,6.35,36.9,Clay,Sorghum,15-15-15
106.43,69.37,120.51,28.8,71.4,5.96,37.2,Clay Loam,Tomato,15-15-15
49.19,25.83,37.94,27.1,62.7,6.86,16.1,Sandy Loam,Okra,20-20-0
69.3,42.73,81.09,22.4,84.6,6.2,22.8,Sandy Loam,Potato,15-15-15
24.68,20.18,26,34.5,52.2,6.24,24.5,Sandy Loam,Sesame,20-20-0
64.16,19.62,30.21,26.9,79.4,7.24,12.6,Loamy Sand,Rice,DAP
32.09,24.24,23.3,28.7,69.7,7.23,17.8,Loamy Sand,Sunflower,20-20-0
25.56,69.75,23.34,21.5,53.3,6.38,33.3,Clay Loam,Chickpea,19-19-19
64.02,33.18,28.14,30,68.6,6.71,28.8,Silt Loam,Okra,Muriate of Potash
145.48,60.28,68.84,29.9,64,6.72,31.6,Clay Loam,Maize,15-15-15
53.21,37.59,27.47,21.3,63.6,6.93,14.4,Loamy Sand,Wheat,Muriate of Potash
67.96,40.66,65.38,21.1,72.6,6.7,17,Sandy Loam,Tomato,15-15-15
45.74,28.8,34.22,21.4,53.6,6.81,24.9,Sandy Loam,Chilli,20-20-0
51.89,27.21,24.33,29.2,73.8,7.96,8.2,Sandy,Cotton,Muriate of Potash
64.66,28.46,51.65,17.6,70.3,7.12,12.3,Sandy,Cabbage,15-15-15
97.86,30.05,45.28,23.4,62.7,6.25,18.6,Sandy Loam,Citrus,15-15-15
64.4,44.3,31.67,26.4,63.4,6.93,24.5,Loam,Cotton,17-17-17
106.75,68.4,67.01,22.5,73.8,6.05,36.1,Clay,Maize,15-15-15
84.42,35.94,38.1,27.7,78.6,5.95,37.7,Clay Loam,Okra,15-15-15
63.33,29.11,69.18,24.9,79.8,5.79,43.1,Clay,Tobacco,15-15-15
118.82,50.21,87.74,19.1,75,6.9,29.8,Silt Loam,Cauliflower,15-15-15
68.75,53.76,76.64,18.9,70.8,6.9,26.7,Loam,Potato,Muriate of Potash
105.83,55.68,62.72,19.6,68.9,5.8,39.3,Clay Loam,Onion,15-15-15
70.41,50.94,36.59,23.4,81.3,6.51,35.7,Clay Loam,Rice,15-15-15
10.77,41.4,25.6,29.7,61,6.45,19.5,Loamy Sand,Soybean,Urea
76.48,23.86,82.95,23,66.1,6.06,17,Sandy Loam,Grapes,Single Super Phosphate
87.4,73.63,157.4,22,76.6,6.82,31.4,Clay Loam,Potato,15-15-15
63.6,23.58,36.36,26,74.2,6.91,19.7,Sandy Loam,Brinjal,Single Super Phosphate
96.82,46.33,66.08,15.4,80.1,6.58,27.9,Silt Loam,Cabbage,15-15-15
116.56,39.78,60.63,29.5,73.4,6.25,31.1,Silt Loam,Mango,15-15-15
77.85,35.44,47.58,32.4,72.3,5.62,36,Clay,Okra,15-15-15
67.07,30.28,76.36,22,70.6,7.16,13,Loamy Sand,Tomato,14-35-14
15.87,49.25,26.42,33.1,69.3,6.45,22.3,Loam,Groundnut,Urea
73.47,33.88,32.05,29.3,72.8,6.17,30.8,Silt Loam,Rice,15-15-15
78.05,33.02,55.34,24.1,64.2,6.46,24.9,Sandy Loam,Citrus,15-15-15
131.04,51.91,112.5,28.5,60.2,5.96,48.1,Clay,Citrus,15-15-15
22.88,15.58,41.76,28.7,71.1,7.41,10.6,Sandy,Tobacco,28-28-0
13.41,38.57,14.52,18.7,55.2,6.74,20.7,Loam,Lentil,19-19-19
64.57,23.24,23.79,33.8,83,6.8,22.9,Loam,Jute,12-32-16
17.26,63.22,27.31,21.9,61.7,6.66,33.1,Clay Loam,Lentil,Urea
119.18,35.57,89.52,22.3,71.5,5.6,37.8,Clay,Onion,15-15-15
92.93,64.72,140.35,22.3,70.5,5.6,42.5,Clay,Tomato,15-15-15
26.1,18.5,11.63,29.5,58.5,6.99,11.4,Sandy,Sesame,20-20-0
82.19,19.65,32.02,21.2,69.9,6.09,23.1,Sandy Loam,Mustard,DAP
24.95,51.82,35.86,31.4,66.1,6.41,29.5,Silt Loam,Groundnut,Urea
65.17,21.13,42.16,17.4,72.6,7.71,11.8,Sandy,Cauliflower,Single Super Phosphate
68.36,52.46,84.15,23.5,55.7,6.47,36.4,Clay Loam,Chilli,15-15-15
99.19,57.75,95.54,21.3,73.1,6.08,26.9,Silt Loam,Tomato,15-15-15
93.4,28.5,48.05,18.8,79.5,7.76,11.4,Sandy,Cabbage,15-15-15
94.25,37.63,55.73,29.3,63.7,6.62,32.6,Silt Loam,Chilli,15-15-15
39.78,26.75,82.78,20.2,68.7,6.76,26.6,Silt Loam,Tobacco,28-28-0
71.17,19.38,48,26.8,67.9,6.88,14.3,Sandy,Citrus,DAP
130.74,58.89,110.16,28.5,72.5,6.1,38.4,Clay Loam,Sugarcane,15-15-15
16.96,39.29,23.56,22.1,62.5,6.6,37.8,Clay,Lentil,19-19-19
111.69,43.42,46.57,25.4,67.3,6.65,35.4,Clay Loam,Maize,15-15-15
82.36,36.96,68.3,19.2,76.4,6.97,14.4,Loamy Sand,Cabbage,15-15-15
22.46,58.04,31.76,26.4,78.1,6.14,24.8,Loam,Soybean,Urea
69.94,42.69,46.19,18.7,80.7,6.08,24.1,Sandy Loam,Cabbage,17-17-17
85.93,41.77,89.87,20.5,79.2,6.77,22.9,Sandy Loam,Potato,15-15-15
53.67,37.25,53.27,24.2,60.2,6.32,22.6,Loam,Brinjal,17-17-17
115.7,57.81,152.51,17.2,73.3,6.6,34,Silt Loam,Potato,15-15-15
60.73,39.06,96.91,27.6,77.3,5.51,38.9,Clay Loam,Tobacco,15-15-15
84.54,27.88,70.29,17.2,67.1,6.21,26.4,Loam,Grapes,15-15-15
22.59,35.96,23.79,25.4,79.9,5.54,30.5,Clay Loam,Green Gram,19-19-19
47.96,20.5,62.92,20.2,61.6,6.61,16.9,Sandy Loam,Tobacco,Single Super Phosphate
65.59,33.89,21.85,29.6,78.9,7.16,12.9,Loamy Sand,Cotton,Muriate of Potash
27.58,63.63,52.91,25,62.1,5.72,30.5,Clay Loam,Soybean,Urea
35.91,27.11,21.18,30.3,61.5,6.3,34.7,Clay Loam,Sesame,Muriate of Potash
72.69,30.06,48.36,21.9,60.6,6.01,12.3,Loamy Sand,Chilli,14-35-14
117.6,75.27,177.52,22.7,74.5,6.62,43.2,Clay,Potato,15-15-15
90.88,36.25,128.53,26.1,69.1,5.74,44.8,Clay,Grapes,15-15-15
50.08,31.77,32.03,32.1,71.7,6.35,20.5,Loam,Jute,17-17-17
13.07,24.27,13.46,30.5,71.1,7.27,10.6,Sandy,Black Gram,20-20-0
27.63,21.61,22.2,19.7,61.7,7.35,11.3,Sandy,Barley,20-20-0
111.63,64.7,39.37,24.5,77.3,6.45,31.1,Silt Loam,Maize,15-15-15
25.06,39.97,25.08,25.4,63.1,6.46,34.5,Clay Loam,Pigeonpea,Urea
32.59,27.85,18.8,29.3,58.4,6.85,13.5,Sandy,Sunflower,Muriate of Potash
80.05,23.6,30.89,30.5,64.5,6.49,19.7,Sandy Loam,Sorghum,Single Super Phosphate
132.06,52.77,50.53,26.1,61.1,6.75,26.4,Loam,Maize,15-15-15
59.6,35.98,100.75,24.2,71,6.91,28.2,Silt Loam,Tobacco,15-15-15
20.72,43.65,41.29,30.2,63.1,6.18,22.3,Sandy Loam,Groundnut,Urea
105.32,37.96,154.87,18.3,61,6.5,47.3,Clay,Grapes,15-15-15
30.25,47.43,20.43,30.9,73.2,6.26,46,Clay,Pigeonpea,Muriate of Potash
42.16,25.76,30.42,22.6,53.8,6.6,10.5,Sandy,Wheat,20-20-0
67.2,39.5,33.3,32.3,50,5.92,36.8,Clay Loam,Sorghum,17-17-17
112.06,38.14,48.89,27,72.8,5.7,37.2,Clay,Cotton,15-15-15
11.29,29.97,25.16,29.7,60.9,7.02,8.4,Sandy,Groundnut,Urea
15.11,39.74,47.51,31.3,70.1,6.73,34.6,Silt Loam,Groundnut,Urea
72.39,20.53,96.68,23.1,81.5,7.12,10.8,Sandy,Banana,Single Super Phosphate
92.93,50.26,56.28,17,75.9,6.55,20.8,Sandy Loam,Cabbage,15-15-15
103.5,43.91,30.99,30.9,76,5.88,30.4,Clay Loam,Cotton,15-15-15
141.43,41.03,55.56,18.6,68.8,6.47,38.9,Clay Loam,Wheat,15-15-15
71.68,29.57,81.24,21.6,69.2,6.95,27.9,Silt Loam,Citrus,15-15-15
81.89,47.43,89.79,20.2,67.2,6.72,37.9,Clay Loam,Grapes,15-15-15
13.66,31.85,13.05,26,67.9,6.24,15.1,Loamy Sand,Green Gram,20-20-0
69.93,30.26,49.43,30.1,78.4,5.64,36.9,Clay Loam,Okra,17-17-17
182.93,55.38,53,20.1,65.3,6.25,47.6,Clay,Maize,15-15-15
43.71,28.49,66.93,29.3,77.5,5.96,32.5,Clay Loam,Tobacco,20-20-0
95.51,38.58,95.05,28.6,71.5,6.96,39.4,Clay Loam,Citrus,15-15-15
13.71,43.96,11.48,22.1,69.1,6.68,15.9,Sandy Loam,Lentil,19-19-19
64.81,35.08,48.82,25.7,74.9,6.39,13.5,Loamy Sand,Citrus,17-17-17
71.48,45.26,78.2,15.9,62.4,6.06,25.1,Loam,Grapes,15-15-15
47.29,19.14,24.13,32.5,64.9,6.8,22.6,Sandy Loam,Okra,20-20-0
134.46,35.85,84.84,17.1,72.7,6.94,29.6,Loam,Cabbage,15-15-15
23.56,59.54,25.38,27.7,68.5,6.75,47.9,Clay,Green Gram,Urea
21.81,48.75,33.95,26.7,76.2,6.32,40.1,Clay,Groundnut,Urea
16.01,25.55,13.72,25.6,71.9,6.53,15.5,Loamy Sand,Black Gram,20-20-0
60.45,29.22,40.04,22.2,69.3,7.32,18.2,Loamy Sand,Brinjal,15-15-15
75.21,40.01,73.7,17.4,60.5,6.1,39.3,Clay,Onion,15-15-15
101.75,33.72,77.77,17.5,66.1,6.71,26.3,Silt Loam,Grapes,15-15-15
91.87,34.59,51.56,27.4,73.8,6.86,28.2,Silt Loam,Rice,15-15-15
26.89,20.9,38.59,23.8,60.6,7.74,10.4,Sandy,Tobacco,28-28-0
151.6,64.14,65.42,32.2,74.3,6.1,28.5,Loam,Sugarcane,15-15-15
101.9,50.5,66.27,15,83.1,6.28,20,Sandy Loam,Cauliflower,15-15-15
23.74,35.71,16.23,29,62.5,6.47,31.8,Silt Loam,Green Gram,19-19-19
12.87,38.88,18.52,20.8,51.4,6.32,19.2,Sandy Loam,Chickpea,19-19-19
70.04,26.37,29.02,32.1,74.7,6.96,27.5,Silt Loam,Okra,Muriate of Potash
41.5,23.3,20.48,32.7,59.5,6.31,17.6,Sandy Loam,Sesame,20-20-0
39.28,19.75,19.01,34.6,51.3,6.75,19.4,Loamy Sand,Sorghum,20-20-0
19.94,57.29,18.24,21.9,66.9,6.06,33.1,Silt Loam,Chickpea,19-19-19
17.21,31.56,20.79,28.9,79.1,6.4,21.8,Sandy Loam,Green Gram,20-20-0
43.65,23.27,29.88,22.1,52.3,6.82,18.9,Loamy Sand,Sunflower,20-20-0
64.33,23.21,33.25,15.8,67,6.47,22.7,Loam,Barley,Single Super Phosphate
12.49,26.91,30.19,22.7,66.7,6.85,8,Sandy,Soybean,Urea
84.35,47.43,28.98,31.3,76.6,6.91,26.1,Silt Loam,Rice,Muriate of Potash
23.05,60.38,32.89,26,60.5,6.25,36,Clay Loam,Soybean,Urea
23.31,34.67,16.08,20.4,64.6,6.93,29.7,Loam,Lentil,20-20-0
165.73,69.91,66.64,34.2,80.2,6.17,20.5,Loam,Sugarcane,15-15-15
49.02,22.66,23.37,32.4,62.8,7.23,18.4,Loamy Sand,Okra,20-20-0
18.96,59.71,21.71,29.2,69.4,6.44,49.9,Clay,Green Gram,19-19-19
14.93,29.18,8.81,31.2,68.7,6.68,14,Sandy,Green Gram,20-20-0
58.83,21.31,61.55,26.3,74.7,6.56,11.6,Sandy,Tomato,Single Super Phosphate
14.21,43.18,15.1,23.2,60.3,6.22,24.9,Loam,Lentil,19-19-19
73.06,16.98,33.8,27.3,79.5,7.78,9.8,Sandy,Citrus,DAP
12.91,35.81,11.01,24.3,52.3,6.73,12,Sandy,Chickpea,19-19-19
49.27,20.18,46.39,24.3,70,7.89,8.2,Sandy,Mango,Single Super Phosphate
79.3,29.29,34.27,25.4,72.9,6.33,32.3,Clay Loam,Okra,15-15-15
79.89,30.31,32.26,17.4,63.5,6.18,17.5,Loamy Sand,Wheat,15-15-15
187.83,57.85,109.02,20.9,68.3,5.78,35.6,Clay,Sugarcane,15-15-15
92.78,35.01,36.49,18.1,62.4,7.34,14.8,Sandy,Maize,Urea
11.09,23.63,19,28.6,74.3,6.55,14,Sandy,Groundnut,20-20-0
74,29.95,34.04,31.7,67.3,7.8,9.3,Sandy,Citrus,15-15-15
34.87,17.38,30.38,33.1,70.6,7.29,13.2,Sandy,Cotton,DAP
115.71,49.55,108.28,29.6,67.1,6.42,34.1,Silt Loam,Tomato,15-15-15
186.54,61.83,87.03,16.2,70.5,6.59,38.5,Clay,Cabbage,15-15-15
17.5,44.45,19.67,28.2,76.7,6.8,18.5,Loamy Sand,Groundnut,19-19-19
84.97,35.24,37.47,31.5,57.3,6.66,39,Clay Loam,Sorghum,15-15-15
38.37,19.33,58.89,21,65,6.98,10.1,Sandy,Tobacco,DAP
87.91,34.24,69.01,20.8,62.1,6.55,29.9,Loam,Onion,15-15-15
29.45,35.28,23.55,26.9,60.3,6.49,14.3,Loamy Sand,Sunflower,19-19-19
205.78,44.35,188.12,21.5,72.3,6.28,33.1,Clay Loam,Banana,15-15-15
19.46,57.39,49.4,30.9,74.5,6.36,30,Silt Loam,Groundnut,Urea
125.03,42.01,90.31,31.1,72.6,6.46,37.8,Clay Loam,Citrus,15-15-15
64.88,35.72,25.68,27.9,62,6.22,20.6,Sandy Loam,Sorghum,Muriate of Potash
12.64,42.93,40.04,31.2,68.9,6.3,24.7,Loam,Groundnut,Urea
53.59,28.71,58.06,22.2,58.5,6.62,28.3,Loam,Chilli,14-35-14
77.4,50.84,48.26,16.8,83.8,6.6,21.6,Sandy Loam,Cabbage,15-15-15
44.83,27.58,22.59,17.7,54.3,7.03,12.5,Sandy,Wheat,Muriate of Potash
112.23,70.07,106.04,16,74.4,6.4,31.9,Silt Loam,Potato,15-15-15
78.25,28.37,52.46,29.1,63.5,6.19,35.6,Clay Loam,Okra,15-15-15
131.03,47.28,45.4,19.3,79,6.93,49.5,Clay,Maize,15-15-15
32.6,30.93,82.75,20.8,75.1,6.29,24.1,Sandy Loam,Tobacco,20-20-0
108.52,30.87,66.87,23.4,58.5,6.15,36.5,Clay Loam,Chilli,14-35-14
133.78,35.67,64.89,18,71.3,6.99,32.8,Silt Loam,Cauliflower,15-15-15
65.62,46.34,56.79,29,64,6.37,26.9,Loam,Mango,17-17-17
56.95,34.26,115.9,18.5,52.2,6.05,30,Silt Loam,Grapes,15-15-15
111.68,50.06,92.89,30.8,71,6.61,22.5,Loam,Sugarcane,15-15-15
89.11,37.23,61.56,19.5,67.9,6.7,28.1,Loam,Onion,15-15-15
82.79,24.27,81.45,29.2,76.8,6.39,19.5,Sandy Loam,Mango,Single Super Phosphate
101.02,50.64,68.21,27,63.1,6.39,18,Sandy Loam,Tomato,15-15-15
37.19,19.05,24.67,15,66.3,6.85,18.2,Loamy Sand,Barley,20-20-0
28.19,21.75,17.6,24.1,54.7,7.36,13.5,Sandy,Sunflower,20-20-0
72.01,31.66,28.64,28.8,70.6,6.92,30.9,Silt Loam,Rice,Muriate of Potash
43.51,28.44,48.82,34.7,61.7,6.78,27.6,Silt Loam,Okra,20-20-0
86.4,45.39,28.89,19.6,71.9,7.28,17.2,Loamy Sand,Maize,Muriate of Potash
113.18,57.07,76.72,23,71.4,5.89,31.5,Clay Loam,Onion,15-15-15
61.08,29.45,27.51,20.6,67.5,7.42,10.1,Sandy,Chilli,Muriate of Potash
39.98,26.63,25.12,24.6,53.7,7.77,11.9,Sandy,Mustard,Muriate of Potash
41.49,35.47,31.22,23.6,70,6.52,18.5,Loamy Sand,Sunflower,DAP
136.05,55.08,61.22,20,72.4,6.6,27.5,Silt Loam,Cauliflower,15-15-15
124.28,38.46,148.19,21.2,79.4,6.77,18,Sandy Loam,Banana,15-15-15
22.13,34.78,28.85,29.8,78.9,6.33,26.6,Loam,Groundnut,Urea
37.91,20.37,45.29,23.8,70.4,7.95,8.8,Sandy,Brinjal,28-28-0
66.75,33.32,77.14,28,64.9,6.68,34.2,Silt Loam,Grapes,15-15-15
10.7,21.76,10.07,26.4,69.7,7.75,14.7,Sandy,Pigeonpea,20-20-0
42.98,21.51,16.8,26.1,89.8,7.48,14.9,Sandy,Jute,20-20-0
44.98,20.36,30.96,24.5,70.5,7.27,10.6,Sandy,Rice,Single Super Phosphate
47.55,25.26,25.89,25.2,61.8,5.68,32.1,Clay Loam,Sesame,Muriate of Potash
21.31,47.88,50.23,27.1,65.4,6.43,46.1,Clay,Groundnut,Urea
27.02,18.9,17.07,27.3,64.1,6.58,23.3,Loam,Sesame,20-20-0
124.66,55.71,143.19,15.5,51.2,6.57,37.9,Clay,Grapes,15-15-15
58.36,29.02,41.33,25.9,64.8,6.06,22.8,Loam,Chilli,14-35-14
44.05,25.66,32.28,13.3,52.6,6.22,25.5,Loam,Barley,20-20-0
180.35,42.3,240.9,24.2,84.7,6.24,46.2,Clay,Banana,15-15-15
69.6,29.52,70.45,26.8,66.9,6.12,12.1,Loamy Sand,Tomato,14-35-14
11.69,40.52,15.87,25.6,76.6,6.57,15.6,Sandy Loam,Pigeonpea,19-19-19
19.21,39.38,38.09,27.8,74,6.01,26.1,Silt Loam,Groundnut,Urea
157.8,54.79,75.62,19.8,70.2,6.52,48.2,Clay,Cauliflower,15-15-15
108.97,62.37,78.03,19.1,73.1,6.33,46.2,Clay,Onion,15-15-15
65.07,29.8,53.8,24.6,60.3,6.42,21.8,Loam,Mango,15-15-15
110.4,50.11,71.53,24.6,67.1,6.46,46.7,Clay,Brinjal,15-15-15
24.75,56.71,22.78,19.5,60.8,6.25,34.8,Clay Loam,Lentil,19-19-19
45.99,29.15,72.81,22.4,65.3,5.87,38.2,Clay,Tobacco,20-20-0
71.47,32.27,84.78,28.4,72.5,5.94,45.7,Clay,Tobacco,15-15-15
14.9,22.8,14.3,22.6,60.5,7.89,9.1,Sandy,Lentil,20-20-0
